File	Total Reads	Aligned Reads	Unaligned Reads	Ambiguously Aligned Reads	No Genomic Sequence	Duplicate Reads (removed)	Unique Reads (remaining)	Total Cs	Methylated CpGs	Unmethylated CpGs	Methylated chgs	Unmethylated chgs	Methylated CHHs	Unmethylated CHHs
./Mae-481_S55_R1_001_val_1_bismark_bt2_pe.bam	189265377	5820382	182941092	503903	0			260454575	819779	78050302	661801	64923662	3976550	112022481
./Mae-488_S56_R1_001_val_1_bismark_bt2_pe.bam	140384245	2853990	137157282	372973	0			117497578	412536	34555917	335877	28804424	2911493	50477331
./Mae-495_S47_R1_001_val_1_bismark_bt2_pe.bam	139424603	19253698	119516361	654544	21			957933813	2279895	295576016	1780698	245235411	4235560	408826233
./Mae-496_S58_R1_001_val_1_bismark_bt2_pe.bam	138882050	6466636	132168857	246557	0			341607832	916285	104045966	720733	86640246	2044325	147240277
./Mae-499_S59_R1_001_val_1_bismark_bt2_pe.bam	185636551	6017330	179053651	565570	2			261683307	773304	78586060	625594	65421349	4328927	111948073
./Mae-501_S60_R1_001_val_1_bismark_bt2_pe.bam	209549689	6681770	202227159	640760	1			286993477	877373	85885238	692135	71590436	4704697	123243598
./Mae-502_S61_R1_001_val_1_bismark_bt2_pe.bam	165534512	7846412	157084396	603704	0			338410445	917615	102695423	734605	85318813	4371198	144372791
./Mae-509_S62_R1_001_val_1_bismark_bt2_pe.bam	200298129	5767511	193939739	590879	4			249345236	851245	74872011	687860	62244073	4465015	106225032
./Mae-512_S63_R1_001_val_1_bismark_bt2_pe.bam	198863842	7248270	191002363	613209	1			321170881	1132289	97205359	901667	80785033	4747614	136398919
./Mae-519_S64_R1_001_val_1_bismark_bt2_pe.bam	142745153	3252591	139051711	440851	0			135173779	476782	39638476	391703	33063438	3453170	58150210
./Mae-520_S65_R1_001_val_1_bismark_bt2_pe.bam	149443458	4573928	144370436	499094	0			194206819	625756	57807645	512454	48150562	3812428	83297974
./Mae-524_S66_R1_001_val_1_bismark_bt2_pe.bam	161662097	6133803	155100810	427484	5			280267313	740991	84471886	594596	70382907	3202466	120874467
./Mae-525_S67_R1_001_val_1_bismark_bt2_pe.bam	198111655	3803076	193822318	486261	2			166039590	653025	49390480	531507	41089205	3939925	70435448
./Mae-533_S68_R1_001_val_1_bismark_bt2_pe.bam	225096703	5586479	218803732	706492	2			236779560	845484	70306180	694077	58486947	5548657	100898215
./Mae-535_S69_R1_001_val_1_bismark_bt2_pe.bam	211195159	3477426	207186645	531088	5			150726998	612082	43948983	525165	36653349	4568410	64419009
./Mae-537_S70_R1_001_val_1_bismark_bt2_pe.bam	243861425	4883664	238416182	561579	0			220232085	826965	65677342	687306	54689670	4792493	93558309
