"","Loc","feature_type"
"135","ENA|OLKM01000001|OLKM01000001.1 1020446","CDS"
"136","ENA|OLKM01000001|OLKM01000001.1 1020601","CDS"
"137","ENA|OLKM01000001|OLKM01000001.1 1020754","CDS"
"138","ENA|OLKM01000001|OLKM01000001.1 1020907","CDS"
"139","ENA|OLKM01000001|OLKM01000001.1 1020949","CDS"
"140","ENA|OLKM01000001|OLKM01000001.1 1020985","CDS"
"141","ENA|OLKM01000001|OLKM01000001.1 1021297","Intron"
"142","ENA|OLKM01000001|OLKM01000001.1 1024252","Other"
"143","ENA|OLKM01000001|OLKM01000001.1 1024255","Other"
"144","ENA|OLKM01000001|OLKM01000001.1 1029674","Intron"
"145","ENA|OLKM01000001|OLKM01000001.1 1033225","Intron"
"146","ENA|OLKM01000001|OLKM01000001.1 1033250","Intron"
"147","ENA|OLKM01000001|OLKM01000001.1 1037540","CDS"
"148","ENA|OLKM01000001|OLKM01000001.1 1037587","CDS"
"149","ENA|OLKM01000001|OLKM01000001.1 1037729","Intron"
"150","ENA|OLKM01000001|OLKM01000001.1 1037749","Intron"
"151","ENA|OLKM01000001|OLKM01000001.1 1039947","Intron"
"152","ENA|OLKM01000001|OLKM01000001.1 1039963","Intron"
"153","ENA|OLKM01000001|OLKM01000001.1 1047319","Other"
"154","ENA|OLKM01000001|OLKM01000001.1 1052230","Other"
"155","ENA|OLKM01000001|OLKM01000001.1 1072883","Intron"
"156","ENA|OLKM01000001|OLKM01000001.1 1072912","Intron"
"157","ENA|OLKM01000001|OLKM01000001.1 1076496","Other"
"158","ENA|OLKM01000001|OLKM01000001.1 1077034","Other"
"159","ENA|OLKM01000001|OLKM01000001.1 1077067","Other"
"160","ENA|OLKM01000001|OLKM01000001.1 1077087","Other"
"161","ENA|OLKM01000001|OLKM01000001.1 1077092","Other"
"162","ENA|OLKM01000001|OLKM01000001.1 1080317","UTR5"
"163","ENA|OLKM01000001|OLKM01000001.1 1080319","UTR5"
"164","ENA|OLKM01000001|OLKM01000001.1 1088723","CDS"
"165","ENA|OLKM01000001|OLKM01000001.1 1105747","Intron"
"166","ENA|OLKM01000001|OLKM01000001.1 1126264","CDS"
"167","ENA|OLKM01000001|OLKM01000001.1 1160493","CDS"
"168","ENA|OLKM01000001|OLKM01000001.1 1166622","Intron"
"169","ENA|OLKM01000001|OLKM01000001.1 1174070","Intron"
"170","ENA|OLKM01000001|OLKM01000001.1 1224223","Other"
"171","ENA|OLKM01000001|OLKM01000001.1 1225635","CDS"
"172","ENA|OLKM01000001|OLKM01000001.1 1251929","Intron"
"173","ENA|OLKM01000001|OLKM01000001.1 1251955","Intron"
"174","ENA|OLKM01000001|OLKM01000001.1 1252214","Intron"
"175","ENA|OLKM01000001|OLKM01000001.1 1278246","Other"
"176","ENA|OLKM01000001|OLKM01000001.1 1278494","Other"
"177","ENA|OLKM01000001|OLKM01000001.1 1284390","Other"
"178","ENA|OLKM01000001|OLKM01000001.1 1285976","Other"
"179","ENA|OLKM01000001|OLKM01000001.1 1292209","Terminator"
"180","ENA|OLKM01000001|OLKM01000001.1 1292274","Terminator"
"181","ENA|OLKM01000001|OLKM01000001.1 1293773","Other"
"182","ENA|OLKM01000001|OLKM01000001.1 1303396","Other"
"183","ENA|OLKM01000001|OLKM01000001.1 1304645","Intron"
"184","ENA|OLKM01000001|OLKM01000001.1 1307817","Intron"
"185","ENA|OLKM01000001|OLKM01000001.1 1307828","Intron"
"186","ENA|OLKM01000001|OLKM01000001.1 1309275","Other"
"187","ENA|OLKM01000001|OLKM01000001.1 1309402","Other"
"188","ENA|OLKM01000001|OLKM01000001.1 1328566","Other"
"189","ENA|OLKM01000001|OLKM01000001.1 1332889","Other"
"190","ENA|OLKM01000001|OLKM01000001.1 1346903","Intron"
"191","ENA|OLKM01000001|OLKM01000001.1 1380639","Intron"
"192","ENA|OLKM01000001|OLKM01000001.1 1437081","CDS"
"193","ENA|OLKM01000001|OLKM01000001.1 1446603","Intron"
"194","ENA|OLKM01000001|OLKM01000001.1 1450479","Intron"
"195","ENA|OLKM01000001|OLKM01000001.1 1451690","Intron"
"196","ENA|OLKM01000001|OLKM01000001.1 1462933","CDS"
"197","ENA|OLKM01000001|OLKM01000001.1 1463052","Intron"
"198","ENA|OLKM01000001|OLKM01000001.1 1464069","Intron"
"199","ENA|OLKM01000001|OLKM01000001.1 1465207","Intron"
"200","ENA|OLKM01000001|OLKM01000001.1 1512596","Intron"
"201","ENA|OLKM01000001|OLKM01000001.1 1523953","CDS"
"202","ENA|OLKM01000001|OLKM01000001.1 1529961","CDS"
"203","ENA|OLKM01000001|OLKM01000001.1 1536943","Intron"
"204","ENA|OLKM01000001|OLKM01000001.1 1544834","Intron"
"205","ENA|OLKM01000001|OLKM01000001.1 1544837","Intron"
"206","ENA|OLKM01000001|OLKM01000001.1 1544894","CDS"
"207","ENA|OLKM01000001|OLKM01000001.1 1553227","Intron"
"208","ENA|OLKM01000001|OLKM01000001.1 1553563","Intron"
"209","ENA|OLKM01000001|OLKM01000001.1 1566265","Intron"
"210","ENA|OLKM01000001|OLKM01000001.1 1566314","Intron"
"211","ENA|OLKM01000001|OLKM01000001.1 1576264","Intron"
"212","ENA|OLKM01000001|OLKM01000001.1 1576301","Intron"
"213","ENA|OLKM01000001|OLKM01000001.1 1583934","Intron"
"214","ENA|OLKM01000001|OLKM01000001.1 1584884","CDS"
"215","ENA|OLKM01000001|OLKM01000001.1 1589937","Intron"
"216","ENA|OLKM01000001|OLKM01000001.1 1598081","Other"
"217","ENA|OLKM01000001|OLKM01000001.1 1601128","Intron"
"218","ENA|OLKM01000001|OLKM01000001.1 1602629","Intron"
"219","ENA|OLKM01000001|OLKM01000001.1 1606556","Intron"
"220","ENA|OLKM01000001|OLKM01000001.1 1606567","Intron"
"221","ENA|OLKM01000002|OLKM01000002.1 8153","CDS"
"222","ENA|OLKM01000002|OLKM01000002.1 31642","Intron"
"223","ENA|OLKM01000002|OLKM01000002.1 33172","Intron"
"224","ENA|OLKM01000002|OLKM01000002.1 51947","Other"
"225","ENA|OLKM01000002|OLKM01000002.1 128967","UTR3"
"226","ENA|OLKM01000002|OLKM01000002.1 137866","UTR3"
"227","ENA|OLKM01000002|OLKM01000002.1 144109","CDS"
"228","ENA|OLKM01000002|OLKM01000002.1 149546","Intron"
"229","ENA|OLKM01000002|OLKM01000002.1 156502","CDS"
"230","ENA|OLKM01000002|OLKM01000002.1 165445","Other"
"231","ENA|OLKM01000002|OLKM01000002.1 165550","Other"
"232","ENA|OLKM01000002|OLKM01000002.1 168117","CDS"
"233","ENA|OLKM01000002|OLKM01000002.1 168393","CDS"
"234","ENA|OLKM01000002|OLKM01000002.1 168766","CDS"
"235","ENA|OLKM01000002|OLKM01000002.1 168824","CDS"
"236","ENA|OLKM01000002|OLKM01000002.1 168957","CDS"
"237","ENA|OLKM01000002|OLKM01000002.1 168968","CDS"
"238","ENA|OLKM01000002|OLKM01000002.1 169399","CDS"
"239","ENA|OLKM01000002|OLKM01000002.1 171223","UTR5"
"240","ENA|OLKM01000002|OLKM01000002.1 171673","CDS"
"241","ENA|OLKM01000002|OLKM01000002.1 174843","CDS"
"242","ENA|OLKM01000002|OLKM01000002.1 183386","CDS"
"243","ENA|OLKM01000002|OLKM01000002.1 183441","Intron"
"244","ENA|OLKM01000002|OLKM01000002.1 183457","Intron"
"245","ENA|OLKM01000002|OLKM01000002.1 203735","Intron"
"246","ENA|OLKM01000002|OLKM01000002.1 204755","Intron"
"247","ENA|OLKM01000002|OLKM01000002.1 220409","Intron"
"248","ENA|OLKM01000002|OLKM01000002.1 220421","Intron"
"249","ENA|OLKM01000002|OLKM01000002.1 228773","Intron"
"250","ENA|OLKM01000002|OLKM01000002.1 228777","Intron"
"251","ENA|OLKM01000002|OLKM01000002.1 249277","Intron"
"252","ENA|OLKM01000002|OLKM01000002.1 271643","Intron"
"253","ENA|OLKM01000002|OLKM01000002.1 273813","Intron"
"254","ENA|OLKM01000002|OLKM01000002.1 277598","Intron"
"255","ENA|OLKM01000002|OLKM01000002.1 277685","Intron"
"256","ENA|OLKM01000002|OLKM01000002.1 278414","Intron"
"257","ENA|OLKM01000002|OLKM01000002.1 284469","Intron"
"258","ENA|OLKM01000002|OLKM01000002.1 294552","Intron"
"259","ENA|OLKM01000002|OLKM01000002.1 294600","CDS"
"260","ENA|OLKM01000002|OLKM01000002.1 294610","CDS"
"261","ENA|OLKM01000002|OLKM01000002.1 307390","Intron"
"262","ENA|OLKM01000002|OLKM01000002.1 309068","Intron"
"263","ENA|OLKM01000002|OLKM01000002.1 318889","CDS"
"264","ENA|OLKM01000002|OLKM01000002.1 318897","CDS"
"265","ENA|OLKM01000002|OLKM01000002.1 323547","Intron"
"266","ENA|OLKM01000002|OLKM01000002.1 329366","Intron"
"267","ENA|OLKM01000002|OLKM01000002.1 329837","Intron"
"268","ENA|OLKM01000002|OLKM01000002.1 340121","CDS"
"269","ENA|OLKM01000002|OLKM01000002.1 340151","CDS"
"270","ENA|OLKM01000002|OLKM01000002.1 356409","Promoter"
"271","ENA|OLKM01000002|OLKM01000002.1 356427","CDS"
"272","ENA|OLKM01000002|OLKM01000002.1 356445","CDS"
"273","ENA|OLKM01000002|OLKM01000002.1 356458","CDS"
"274","ENA|OLKM01000002|OLKM01000002.1 356470","CDS"
"275","ENA|OLKM01000002|OLKM01000002.1 374466","CDS"
"276","ENA|OLKM01000002|OLKM01000002.1 394993","Intron"
"277","ENA|OLKM01000002|OLKM01000002.1 395009","Intron"
"278","ENA|OLKM01000002|OLKM01000002.1 395048","Intron"
"279","ENA|OLKM01000002|OLKM01000002.1 399655","Intron"
"280","ENA|OLKM01000002|OLKM01000002.1 400107","Intron"
"281","ENA|OLKM01000002|OLKM01000002.1 400125","Intron"
"282","ENA|OLKM01000002|OLKM01000002.1 404616","Intron"
"283","ENA|OLKM01000002|OLKM01000002.1 436285","UTR3"
"284","ENA|OLKM01000002|OLKM01000002.1 446828","Intron"
"285","ENA|OLKM01000002|OLKM01000002.1 481903","Intron"
"286","ENA|OLKM01000002|OLKM01000002.1 486889","Intron"
"287","ENA|OLKM01000002|OLKM01000002.1 493235","Intron"
"288","ENA|OLKM01000002|OLKM01000002.1 495815","CDS"
"289","ENA|OLKM01000002|OLKM01000002.1 502489","CDS"
"290","ENA|OLKM01000002|OLKM01000002.1 502988","CDS"
"291","ENA|OLKM01000002|OLKM01000002.1 521282","Intron"
"292","ENA|OLKM01000002|OLKM01000002.1 567346","Intron"
"293","ENA|OLKM01000002|OLKM01000002.1 578621","Intron"
"294","ENA|OLKM01000002|OLKM01000002.1 578633","Intron"
"295","ENA|OLKM01000002|OLKM01000002.1 584765","UTR3"
"296","ENA|OLKM01000002|OLKM01000002.1 584771","UTR3"
"297","ENA|OLKM01000002|OLKM01000002.1 587385","Intron"
"298","ENA|OLKM01000002|OLKM01000002.1 587677","Intron"
"299","ENA|OLKM01000002|OLKM01000002.1 587847","CDS"
"300","ENA|OLKM01000002|OLKM01000002.1 589376","CDS"
"301","ENA|OLKM01000002|OLKM01000002.1 613408","CDS"
"302","ENA|OLKM01000002|OLKM01000002.1 613414","CDS"
"303","ENA|OLKM01000002|OLKM01000002.1 616935","Intron"
"304","ENA|OLKM01000002|OLKM01000002.1 618820","Intron"
"305","ENA|OLKM01000002|OLKM01000002.1 630118","CDS"
"306","ENA|OLKM01000002|OLKM01000002.1 630135","CDS"
"307","ENA|OLKM01000002|OLKM01000002.1 636703","UTR3"
"308","ENA|OLKM01000002|OLKM01000002.1 671245","CDS"
"309","ENA|OLKM01000002|OLKM01000002.1 675227","Intron"
"310","ENA|OLKM01000002|OLKM01000002.1 675858","Intron"
"311","ENA|OLKM01000002|OLKM01000002.1 678780","CDS"
"312","ENA|OLKM01000002|OLKM01000002.1 678800","CDS"
"313","ENA|OLKM01000002|OLKM01000002.1 678819","CDS"
"314","ENA|OLKM01000002|OLKM01000002.1 678853","CDS"
"315","ENA|OLKM01000002|OLKM01000002.1 683979","Intron"
"316","ENA|OLKM01000002|OLKM01000002.1 684020","Intron"
"317","ENA|OLKM01000002|OLKM01000002.1 684042","Intron"
"318","ENA|OLKM01000002|OLKM01000002.1 684049","Intron"
"319","ENA|OLKM01000002|OLKM01000002.1 689211","Intron"
"320","ENA|OLKM01000002|OLKM01000002.1 692346","CDS"
"321","ENA|OLKM01000002|OLKM01000002.1 693473","Intron"
"322","ENA|OLKM01000002|OLKM01000002.1 694271","CDS"
"323","ENA|OLKM01000002|OLKM01000002.1 694292","CDS"
"324","ENA|OLKM01000002|OLKM01000002.1 698712","Intron"
"325","ENA|OLKM01000002|OLKM01000002.1 698732","Intron"
"326","ENA|OLKM01000002|OLKM01000002.1 698818","Intron"
"327","ENA|OLKM01000002|OLKM01000002.1 731833","Other"
"328","ENA|OLKM01000002|OLKM01000002.1 731948","Other"
"329","ENA|OLKM01000002|OLKM01000002.1 731984","Other"
"330","ENA|OLKM01000002|OLKM01000002.1 742421","Other"
"331","ENA|OLKM01000002|OLKM01000002.1 742626","Other"
"332","ENA|OLKM01000002|OLKM01000002.1 761927","Other"
"333","ENA|OLKM01000002|OLKM01000002.1 765588","Other"
"334","ENA|OLKM01000002|OLKM01000002.1 765596","Other"
"335","ENA|OLKM01000002|OLKM01000002.1 765613","Other"
"336","ENA|OLKM01000002|OLKM01000002.1 771732","CDS"
"337","ENA|OLKM01000002|OLKM01000002.1 800502","Other"
"338","ENA|OLKM01000002|OLKM01000002.1 844191","Intron"
"339","ENA|OLKM01000002|OLKM01000002.1 847605","Other"
"340","ENA|OLKM01000002|OLKM01000002.1 857204","Other"
"341","ENA|OLKM01000002|OLKM01000002.1 857214","Other"
"342","ENA|OLKM01000002|OLKM01000002.1 858172","Promoter"
"343","ENA|OLKM01000002|OLKM01000002.1 880269","Terminator"
"344","ENA|OLKM01000002|OLKM01000002.1 891581","Other"
"345","ENA|OLKM01000002|OLKM01000002.1 895539","Other"
"346","ENA|OLKM01000002|OLKM01000002.1 901015","Intron"
"347","ENA|OLKM01000002|OLKM01000002.1 901112","Intron"
"348","ENA|OLKM01000002|OLKM01000002.1 906862","Intron"
"349","ENA|OLKM01000002|OLKM01000002.1 909378","Other"
"350","ENA|OLKM01000002|OLKM01000002.1 936372","Other"
"351","ENA|OLKM01000002|OLKM01000002.1 937454","Intron"
"352","ENA|OLKM01000002|OLKM01000002.1 944120","CDS"
"353","ENA|OLKM01000002|OLKM01000002.1 953996","CDS"
"354","ENA|OLKM01000002|OLKM01000002.1 954007","CDS"
"355","ENA|OLKM01000002|OLKM01000002.1 954035","CDS"
"356","ENA|OLKM01000002|OLKM01000002.1 958125","Other"
"357","ENA|OLKM01000002|OLKM01000002.1 962833","Other"
"358","ENA|OLKM01000002|OLKM01000002.1 962858","Other"
"359","ENA|OLKM01000002|OLKM01000002.1 962873","Other"
"360","ENA|OLKM01000002|OLKM01000002.1 974982","Other"
"361","ENA|OLKM01000002|OLKM01000002.1 986015","Other"
"362","ENA|OLKM01000002|OLKM01000002.1 986057","Other"
"363","ENA|OLKM01000002|OLKM01000002.1 986090","Other"
"364","ENA|OLKM01000002|OLKM01000002.1 1037868","Other"
"365","ENA|OLKM01000002|OLKM01000002.1 1071659","Other"
"366","ENA|OLKM01000002|OLKM01000002.1 1071685","Other"
"367","ENA|OLKM01000002|OLKM01000002.1 1071710","Other"
"368","ENA|OLKM01000002|OLKM01000002.1 1071778","Other"
"369","ENA|OLKM01000002|OLKM01000002.1 1094821","CDS"
"370","ENA|OLKM01000002|OLKM01000002.1 1106522","CDS"
"371","ENA|OLKM01000002|OLKM01000002.1 1106543","CDS"
"372","ENA|OLKM01000002|OLKM01000002.1 1107551","Intron"
"373","ENA|OLKM01000002|OLKM01000002.1 1143995","UTR3"
"374","ENA|OLKM01000002|OLKM01000002.1 1218758","CDS"
"375","ENA|OLKM01000002|OLKM01000002.1 1260303","CDS"
"376","ENA|OLKM01000002|OLKM01000002.1 1279881","CDS"
"377","ENA|OLKM01000002|OLKM01000002.1 1279941","CDS"
"378","ENA|OLKM01000002|OLKM01000002.1 1311551","CDS"
"379","ENA|OLKM01000002|OLKM01000002.1 1316643","Other"
"380","ENA|OLKM01000002|OLKM01000002.1 1316775","Other"
"381","ENA|OLKM01000003|OLKM01000003.1 14851","Intron"
"382","ENA|OLKM01000003|OLKM01000003.1 14875","Intron"
"383","ENA|OLKM01000003|OLKM01000003.1 21047","Intron"
"384","ENA|OLKM01000003|OLKM01000003.1 37869","Intron"
"385","ENA|OLKM01000003|OLKM01000003.1 37882","Intron"
"386","ENA|OLKM01000003|OLKM01000003.1 79213","CDS"
"387","ENA|OLKM01000003|OLKM01000003.1 111860","Intron"
"388","ENA|OLKM01000003|OLKM01000003.1 148615","Intron"
"389","ENA|OLKM01000003|OLKM01000003.1 163649","Intron"
"390","ENA|OLKM01000003|OLKM01000003.1 166119","Intron"
"391","ENA|OLKM01000003|OLKM01000003.1 169724","Intron"
"392","ENA|OLKM01000003|OLKM01000003.1 191328","CDS"
"393","ENA|OLKM01000003|OLKM01000003.1 191332","CDS"
"394","ENA|OLKM01000003|OLKM01000003.1 197062","Intron"
"395","ENA|OLKM01000003|OLKM01000003.1 197111","Terminator"
"396","ENA|OLKM01000003|OLKM01000003.1 197122","Terminator"
"397","ENA|OLKM01000003|OLKM01000003.1 205177","Other"
"398","ENA|OLKM01000003|OLKM01000003.1 211465","CDS"
"399","ENA|OLKM01000003|OLKM01000003.1 231363","Intron"
"400","ENA|OLKM01000003|OLKM01000003.1 232573","Intron"
"401","ENA|OLKM01000003|OLKM01000003.1 238535","Intron"
"402","ENA|OLKM01000003|OLKM01000003.1 238559","Intron"
"403","ENA|OLKM01000003|OLKM01000003.1 248819","Other"
"404","ENA|OLKM01000003|OLKM01000003.1 248863","Other"
"405","ENA|OLKM01000003|OLKM01000003.1 254177","Intron"
"406","ENA|OLKM01000003|OLKM01000003.1 260217","Intron"
"407","ENA|OLKM01000003|OLKM01000003.1 260240","Intron"
"408","ENA|OLKM01000003|OLKM01000003.1 260255","Intron"
"409","ENA|OLKM01000003|OLKM01000003.1 260752","CDS"
"410","ENA|OLKM01000003|OLKM01000003.1 263850","Intron"
"411","ENA|OLKM01000003|OLKM01000003.1 265447","Intron"
"412","ENA|OLKM01000003|OLKM01000003.1 270751","CDS"
"413","ENA|OLKM01000003|OLKM01000003.1 277293","Intron"
"414","ENA|OLKM01000003|OLKM01000003.1 312564","Other"
"415","ENA|OLKM01000003|OLKM01000003.1 319434","Intron"
"416","ENA|OLKM01000003|OLKM01000003.1 319674","Intron"
"417","ENA|OLKM01000003|OLKM01000003.1 319965","CDS"
"418","ENA|OLKM01000003|OLKM01000003.1 323570","Intron"
"419","ENA|OLKM01000003|OLKM01000003.1 340590","Intron"
"420","ENA|OLKM01000003|OLKM01000003.1 373274","Intron"
"421","ENA|OLKM01000003|OLKM01000003.1 383908","CDS"
