"","Loc","scaffold","position","gff_scaffold","scaffold.1","V2","feature_type","start","end","V6","V7","V8","ID","Name","Alias","Note"
"11.2","ENA|OLKM01000001|OLKM01000001.1 64495","OLKM01000001.1",64496,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",59493,67845,".","-",".","ID=MEAE_00000012","MEAE_00000012","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.101","Protein of unknown function"
"12","ENA|OLKM01000001|OLKM01000001.1 64518","OLKM01000001.1",64519,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",14329,116301,".","+",".","ID=MEAE_00000004","MEAE_00000004","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.124","Similar to FREM2: FRAS1-related extracellular matrix protein 2 (Homo sapiens)"
"12.4","ENA|OLKM01000001|OLKM01000001.1 64518","OLKM01000001.1",64519,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",59493,67845,".","-",".","ID=MEAE_00000012","MEAE_00000012","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.101","Protein of unknown function"
"13","ENA|OLKM01000001|OLKM01000001.1 64530","OLKM01000001.1",64531,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",14329,116301,".","+",".","ID=MEAE_00000004","MEAE_00000004","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.124","Similar to FREM2: FRAS1-related extracellular matrix protein 2 (Homo sapiens)"
"13.4","ENA|OLKM01000001|OLKM01000001.1 64530","OLKM01000001.1",64531,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",59493,67845,".","-",".","ID=MEAE_00000012","MEAE_00000012","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.101","Protein of unknown function"
"14","ENA|OLKM01000001|OLKM01000001.1 73692","OLKM01000001.1",73693,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",14329,116301,".","+",".","ID=MEAE_00000004","MEAE_00000004","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.124","Similar to FREM2: FRAS1-related extracellular matrix protein 2 (Homo sapiens)"
"14.2","ENA|OLKM01000001|OLKM01000001.1 73692","OLKM01000001.1",73693,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",69317,85646,".","-",".","ID=MEAE_00000013","MEAE_00000013","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.102","Protein of unknown function"
"15","ENA|OLKM01000001|OLKM01000001.1 73792","OLKM01000001.1",73793,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",14329,116301,".","+",".","ID=MEAE_00000004","MEAE_00000004","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.124","Similar to FREM2: FRAS1-related extracellular matrix protein 2 (Homo sapiens)"
"15.2","ENA|OLKM01000001|OLKM01000001.1 73792","OLKM01000001.1",73793,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",69317,85646,".","-",".","ID=MEAE_00000013","MEAE_00000013","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.102","Protein of unknown function"
"16","ENA|OLKM01000001|OLKM01000001.1 75320","OLKM01000001.1",75321,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",14329,116301,".","+",".","ID=MEAE_00000004","MEAE_00000004","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.124","Similar to FREM2: FRAS1-related extracellular matrix protein 2 (Homo sapiens)"
"16.2","ENA|OLKM01000001|OLKM01000001.1 75320","OLKM01000001.1",75321,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",69317,85646,".","-",".","ID=MEAE_00000013","MEAE_00000013","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.102","Protein of unknown function"
"17","ENA|OLKM01000001|OLKM01000001.1 75551","OLKM01000001.1",75552,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",14329,116301,".","+",".","ID=MEAE_00000004","MEAE_00000004","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.124","Similar to FREM2: FRAS1-related extracellular matrix protein 2 (Homo sapiens)"
"17.2","ENA|OLKM01000001|OLKM01000001.1 75551","OLKM01000001.1",75552,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",69317,85646,".","-",".","ID=MEAE_00000013","MEAE_00000013","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.102","Protein of unknown function"
"18","ENA|OLKM01000001|OLKM01000001.1 111347","OLKM01000001.1",111348,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",14329,116301,".","+",".","ID=MEAE_00000004","MEAE_00000004","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.124","Similar to FREM2: FRAS1-related extracellular matrix protein 2 (Homo sapiens)"
"19","ENA|OLKM01000001|OLKM01000001.1 124934","OLKM01000001.1",124935,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",121496,146472,".","-",".","ID=MEAE_00000019","MEAE_00000019","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.130","Similar to TRIM3: Tripartite motif-containing protein 3 (Homo sapiens)"
"19.4","ENA|OLKM01000001|OLKM01000001.1 124934","OLKM01000001.1",124935,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",121553,126069,".","+",".","ID=MEAE_00000020","MEAE_00000020","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.83","Protein of unknown function"
"20","ENA|OLKM01000001|OLKM01000001.1 124994","OLKM01000001.1",124995,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",121496,146472,".","-",".","ID=MEAE_00000019","MEAE_00000019","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.130","Similar to TRIM3: Tripartite motif-containing protein 3 (Homo sapiens)"
"20.4","ENA|OLKM01000001|OLKM01000001.1 124994","OLKM01000001.1",124995,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",121553,126069,".","+",".","ID=MEAE_00000020","MEAE_00000020","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.83","Protein of unknown function"
"21","ENA|OLKM01000001|OLKM01000001.1 135486","OLKM01000001.1",135487,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",121496,146472,".","-",".","ID=MEAE_00000019","MEAE_00000019","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.130","Similar to TRIM3: Tripartite motif-containing protein 3 (Homo sapiens)"
"21.2","ENA|OLKM01000001|OLKM01000001.1 135486","OLKM01000001.1",135487,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",134160,136133,".","+",".","ID=MEAE_00000021","MEAE_00000021","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.84","Protein of unknown function"
"22","ENA|OLKM01000001|OLKM01000001.1 137011","OLKM01000001.1",137012,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",121496,146472,".","-",".","ID=MEAE_00000019","MEAE_00000019","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.130","Similar to TRIM3: Tripartite motif-containing protein 3 (Homo sapiens)"
"23","ENA|OLKM01000001|OLKM01000001.1 137100","OLKM01000001.1",137101,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",121496,146472,".","-",".","ID=MEAE_00000019","MEAE_00000019","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.130","Similar to TRIM3: Tripartite motif-containing protein 3 (Homo sapiens)"
"24","ENA|OLKM01000001|OLKM01000001.1 137161","OLKM01000001.1",137162,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",121496,146472,".","-",".","ID=MEAE_00000019","MEAE_00000019","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.130","Similar to TRIM3: Tripartite motif-containing protein 3 (Homo sapiens)"
"25","ENA|OLKM01000001|OLKM01000001.1 138388","OLKM01000001.1",138389,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",121496,146472,".","-",".","ID=MEAE_00000019","MEAE_00000019","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.130","Similar to TRIM3: Tripartite motif-containing protein 3 (Homo sapiens)"
"26","ENA|OLKM01000001|OLKM01000001.1 145894","OLKM01000001.1",145895,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",121496,146472,".","-",".","ID=MEAE_00000019","MEAE_00000019","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.130","Similar to TRIM3: Tripartite motif-containing protein 3 (Homo sapiens)"
"27","ENA|OLKM01000001|OLKM01000001.1 167150","OLKM01000001.1",167151,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",164553,172141,".","+",".","ID=MEAE_00000025","MEAE_00000025","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.86","Protein of unknown function"
"29","ENA|OLKM01000001|OLKM01000001.1 196108","OLKM01000001.1",196109,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",195096,198126,".","+",".","ID=MEAE_00000028","MEAE_00000028","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.125","Protein of unknown function"
"29.2","ENA|OLKM01000001|OLKM01000001.1 196108","OLKM01000001.1",196109,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"30","ENA|OLKM01000001|OLKM01000001.1 196153","OLKM01000001.1",196154,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",195096,198126,".","+",".","ID=MEAE_00000028","MEAE_00000028","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.125","Protein of unknown function"
"30.2","ENA|OLKM01000001|OLKM01000001.1 196153","OLKM01000001.1",196154,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"31","ENA|OLKM01000001|OLKM01000001.1 196385","OLKM01000001.1",196386,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",195096,198126,".","+",".","ID=MEAE_00000028","MEAE_00000028","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.125","Protein of unknown function"
"31.2","ENA|OLKM01000001|OLKM01000001.1 196385","OLKM01000001.1",196386,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"32","ENA|OLKM01000001|OLKM01000001.1 196407","OLKM01000001.1",196408,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",195096,198126,".","+",".","ID=MEAE_00000028","MEAE_00000028","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.125","Protein of unknown function"
"32.2","ENA|OLKM01000001|OLKM01000001.1 196407","OLKM01000001.1",196408,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"33","ENA|OLKM01000001|OLKM01000001.1 197993","OLKM01000001.1",197994,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",195096,198126,".","+",".","ID=MEAE_00000028","MEAE_00000028","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.125","Protein of unknown function"
"33.4","ENA|OLKM01000001|OLKM01000001.1 197993","OLKM01000001.1",197994,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"34","ENA|OLKM01000001|OLKM01000001.1 200528","OLKM01000001.1",200529,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"35","ENA|OLKM01000001|OLKM01000001.1 207345","OLKM01000001.1",207346,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"36","ENA|OLKM01000001|OLKM01000001.1 214852","OLKM01000001.1",214853,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"42","ENA|OLKM01000001|OLKM01000001.1 230893","OLKM01000001.1",230894,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",230200,233426,".","+",".","ID=MEAE_00000032","MEAE_00000032","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-1.0","Protein of unknown function"
"45","ENA|OLKM01000001|OLKM01000001.1 257663","OLKM01000001.1",257664,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",253476,258278,".","-",".","ID=MEAE_00000037","MEAE_00000037","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-1.92","Protein of unknown function"
"46","ENA|OLKM01000001|OLKM01000001.1 282725","OLKM01000001.1",282726,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"47","ENA|OLKM01000001|OLKM01000001.1 282791","OLKM01000001.1",282792,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"48","ENA|OLKM01000001|OLKM01000001.1 282885","OLKM01000001.1",282886,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"49","ENA|OLKM01000001|OLKM01000001.1 282995","OLKM01000001.1",282996,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"50","ENA|OLKM01000001|OLKM01000001.1 283241","OLKM01000001.1",283242,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"51","ENA|OLKM01000001|OLKM01000001.1 283601","OLKM01000001.1",283602,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"53","ENA|OLKM01000001|OLKM01000001.1 285715","OLKM01000001.1",285716,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",285607,286414,".","-",".","ID=MEAE_00000043","MEAE_00000043","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-1.29","Protein of unknown function"
"54","ENA|OLKM01000001|OLKM01000001.1 285734","OLKM01000001.1",285735,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",285607,286414,".","-",".","ID=MEAE_00000043","MEAE_00000043","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-1.29","Protein of unknown function"
"55","ENA|OLKM01000001|OLKM01000001.1 285786","OLKM01000001.1",285787,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",285607,286414,".","-",".","ID=MEAE_00000043","MEAE_00000043","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-1.29","Protein of unknown function"
"56","ENA|OLKM01000001|OLKM01000001.1 285796","OLKM01000001.1",285797,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",285607,286414,".","-",".","ID=MEAE_00000043","MEAE_00000043","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-1.29","Protein of unknown function"
"57","ENA|OLKM01000001|OLKM01000001.1 285855","OLKM01000001.1",285856,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",285607,286414,".","-",".","ID=MEAE_00000043","MEAE_00000043","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-1.29","Protein of unknown function"
"58","ENA|OLKM01000001|OLKM01000001.1 285897","OLKM01000001.1",285898,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",285607,286414,".","-",".","ID=MEAE_00000043","MEAE_00000043","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-1.29","Protein of unknown function"
"61","ENA|OLKM01000001|OLKM01000001.1 321572","OLKM01000001.1",321573,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",319042,344114,".","+",".","ID=MEAE_00000049","MEAE_00000049","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.156","Similar to URB1: Nucleolar pre-ribosomal-associated protein 1 (Homo sapiens)"
"62","ENA|OLKM01000001|OLKM01000001.1 353012","OLKM01000001.1",353013,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",350275,373401,".","+",".","ID=MEAE_00000056","MEAE_00000056","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-1.135","Similar to SCAF4: Splicing factor%2C arginine/serine-rich 15 (Homo sapiens)"
"63","ENA|OLKM01000001|OLKM01000001.1 367560","OLKM01000001.1",367561,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",350275,373401,".","+",".","ID=MEAE_00000056","MEAE_00000056","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-1.135","Similar to SCAF4: Splicing factor%2C arginine/serine-rich 15 (Homo sapiens)"
"67","ENA|OLKM01000001|OLKM01000001.1 400115","OLKM01000001.1",400116,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"67.2","ENA|OLKM01000001|OLKM01000001.1 400115","OLKM01000001.1",400116,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",399368,453416,".","-",".","ID=MEAE_00000059","MEAE_00000059","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.222","Protein of unknown function"
"68","ENA|OLKM01000001|OLKM01000001.1 404793","OLKM01000001.1",404794,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"68.2","ENA|OLKM01000001|OLKM01000001.1 404793","OLKM01000001.1",404794,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",399368,453416,".","-",".","ID=MEAE_00000059","MEAE_00000059","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.222","Protein of unknown function"
"69","ENA|OLKM01000001|OLKM01000001.1 407431","OLKM01000001.1",407432,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"69.2","ENA|OLKM01000001|OLKM01000001.1 407431","OLKM01000001.1",407432,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",399368,453416,".","-",".","ID=MEAE_00000059","MEAE_00000059","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.222","Protein of unknown function"
"70","ENA|OLKM01000001|OLKM01000001.1 434367","OLKM01000001.1",434368,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"70.4","ENA|OLKM01000001|OLKM01000001.1 434367","OLKM01000001.1",434368,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",399368,453416,".","-",".","ID=MEAE_00000059","MEAE_00000059","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.222","Protein of unknown function"
"71","ENA|OLKM01000001|OLKM01000001.1 437662","OLKM01000001.1",437663,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"71.4","ENA|OLKM01000001|OLKM01000001.1 437662","OLKM01000001.1",437663,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",399368,453416,".","-",".","ID=MEAE_00000059","MEAE_00000059","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.222","Protein of unknown function"
"72","ENA|OLKM01000001|OLKM01000001.1 460492","OLKM01000001.1",460493,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"73","ENA|OLKM01000001|OLKM01000001.1 463729","OLKM01000001.1",463730,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"74","ENA|OLKM01000001|OLKM01000001.1 472338","OLKM01000001.1",472339,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"74.4","ENA|OLKM01000001|OLKM01000001.1 472338","OLKM01000001.1",472339,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",471804,472746,".","+",".","ID=MEAE_00000063","MEAE_00000063","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.209","Similar to Grik1: Glutamate receptor ionotropic%2C kainate 1 (Rattus norvegicus)"
"74.8","ENA|OLKM01000001|OLKM01000001.1 472338","OLKM01000001.1",472339,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",471304,472469,".","-",".","ID=MEAE_00000062","MEAE_00000062","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-2.130","Protein of unknown function"
"75","ENA|OLKM01000001|OLKM01000001.1 472379","OLKM01000001.1",472380,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"75.4","ENA|OLKM01000001|OLKM01000001.1 472379","OLKM01000001.1",472380,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",471804,472746,".","+",".","ID=MEAE_00000063","MEAE_00000063","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.209","Similar to Grik1: Glutamate receptor ionotropic%2C kainate 1 (Rattus norvegicus)"
