"","Loc","scaffold","position","gff_scaffold","scaffold.1","V2","feature_type","start","end","V6","V7","V8","ID","Name","Alias","Note"
"12.2","ENA|OLKM01000006|OLKM01000006.1 1053909","OLKM01000006.1",1053910,"MeA_20160214_scaffold_5","OLKM01000006.1","maker","gene",1053906,1054899,".","-",".","ID=MEAE_00001118","MEAE_00001118","Alias=snap_masked-MeA_20160214_scaffold_5-processed-gene-2.419","Protein of unknown function"
"13","ENA|OLKM01000012|OLKM01000012.1 798347","OLKM01000012.1",798348,"MeA_20160214_scaffold_11","OLKM01000012.1","maker","gene",737521,827291,".","+",".","ID=MEAE_00001898","MEAE_00001898","Alias=maker-MeA_20160214_scaffold_11-snap-gene-2.221","Similar to ATP13A3: Probable cation-transporting ATPase 13A3 (Homo sapiens)"
"14","ENA|OLKM01000013|OLKM01000013.1 391070","OLKM01000013.1",391071,"MeA_20160214_scaffold_12","OLKM01000013.1","maker","gene",383915,417734,".","-",".","ID=MEAE_00001983","MEAE_00001983","Alias=maker-MeA_20160214_scaffold_12-snap-gene-1.258","Similar to Plxnb3: Plexin-B3 (Mus musculus)"
"14.2","ENA|OLKM01000013|OLKM01000013.1 391070","OLKM01000013.1",391071,"MeA_20160214_scaffold_12","OLKM01000013.1","maker","gene",390532,396434,".","+",".","ID=MEAE_00001985","MEAE_00001985","Alias=snap_masked-MeA_20160214_scaffold_12-processed-gene-1.138","Protein of unknown function"
"15","ENA|OLKM01000013|OLKM01000013.1 391898","OLKM01000013.1",391899,"MeA_20160214_scaffold_12","OLKM01000013.1","maker","gene",383915,417734,".","-",".","ID=MEAE_00001983","MEAE_00001983","Alias=maker-MeA_20160214_scaffold_12-snap-gene-1.258","Similar to Plxnb3: Plexin-B3 (Mus musculus)"
"15.2","ENA|OLKM01000013|OLKM01000013.1 391898","OLKM01000013.1",391899,"MeA_20160214_scaffold_12","OLKM01000013.1","maker","gene",390532,396434,".","+",".","ID=MEAE_00001985","MEAE_00001985","Alias=snap_masked-MeA_20160214_scaffold_12-processed-gene-1.138","Protein of unknown function"
"16","ENA|OLKM01000013|OLKM01000013.1 780036","OLKM01000013.1",780037,"MeA_20160214_scaffold_12","OLKM01000013.1","maker","gene",775659,788950,".","+",".","ID=MEAE_00002033","MEAE_00002033","Alias=snap_masked-MeA_20160214_scaffold_12-processed-gene-2.171","Protein of unknown function"
"17","ENA|OLKM01000013|OLKM01000013.1 780045","OLKM01000013.1",780046,"MeA_20160214_scaffold_12","OLKM01000013.1","maker","gene",775659,788950,".","+",".","ID=MEAE_00002033","MEAE_00002033","Alias=snap_masked-MeA_20160214_scaffold_12-processed-gene-2.171","Protein of unknown function"
"18","ENA|OLKM01000018|OLKM01000018.1 662610","OLKM01000018.1",662611,"MeA_20160214_scaffold_17","OLKM01000018.1","maker","gene",651419,699441,".","-",".","ID=MEAE_00002630","MEAE_00002630","Alias=maker-MeA_20160214_scaffold_17-snap-gene-1.358","Similar to LEF1: Lymphoid enhancer-binding factor 1 (Homo sapiens)"
"20","ENA|OLKM01000022|OLKM01000022.1 825159","OLKM01000022.1",825160,"MeA_20160214_scaffold_21","OLKM01000022.1","maker","gene",822941,834388,".","-",".","ID=MEAE_00003144","MEAE_00003144","Alias=maker-MeA_20160214_scaffold_21-snap-gene-1.612","Similar to Adamtsl2: ADAMTS-like protein 2 (Mus musculus)"
"20.2","ENA|OLKM01000022|OLKM01000022.1 825159","OLKM01000022.1",825160,"MeA_20160214_scaffold_21","OLKM01000022.1","maker","gene",823597,829075,".","+",".","ID=MEAE_00003145","MEAE_00003145","Alias=snap_masked-MeA_20160214_scaffold_21-processed-gene-1.407","Protein of unknown function"
"21","ENA|OLKM01000022|OLKM01000022.1 850674","OLKM01000022.1",850675,"MeA_20160214_scaffold_21","OLKM01000022.1","maker","gene",849271,852673,".","+",".","ID=MEAE_00003151","MEAE_00003151","Alias=maker-MeA_20160214_scaffold_21-augustus-gene-1.505","Protein of unknown function"
"23","ENA|OLKM01000029|OLKM01000029.1 536273","OLKM01000029.1",536274,"MeA_20160214_scaffold_28","OLKM01000029.1","maker","gene",529726,545806,".","-",".","ID=MEAE_00003942","MEAE_00003942","Alias=snap_masked-MeA_20160214_scaffold_28-processed-gene-1.195","Similar to SYK: Tyrosine-protein kinase SYK (Homo sapiens)"
"24","ENA|OLKM01000029|OLKM01000029.1 536278","OLKM01000029.1",536279,"MeA_20160214_scaffold_28","OLKM01000029.1","maker","gene",529726,545806,".","-",".","ID=MEAE_00003942","MEAE_00003942","Alias=snap_masked-MeA_20160214_scaffold_28-processed-gene-1.195","Similar to SYK: Tyrosine-protein kinase SYK (Homo sapiens)"
"25","ENA|OLKM01000029|OLKM01000029.1 536298","OLKM01000029.1",536299,"MeA_20160214_scaffold_28","OLKM01000029.1","maker","gene",529726,545806,".","-",".","ID=MEAE_00003942","MEAE_00003942","Alias=snap_masked-MeA_20160214_scaffold_28-processed-gene-1.195","Similar to SYK: Tyrosine-protein kinase SYK (Homo sapiens)"
"26","ENA|OLKM01000030|OLKM01000030.1 75902","OLKM01000030.1",75903,"MeA_20160214_scaffold_29","OLKM01000030.1","maker","gene",75271,95354,".","+",".","ID=MEAE_00003979","MEAE_00003979","Alias=maker-MeA_20160214_scaffold_29-snap-gene-0.149","Similar to Mcm3ap: Germinal-center associated nuclear protein (Mus musculus)"
"27","ENA|OLKM01000030|OLKM01000030.1 511053","OLKM01000030.1",511054,"MeA_20160214_scaffold_29","OLKM01000030.1","maker","gene",498855,513792,".","+",".","ID=MEAE_00004053","MEAE_00004053","Alias=maker-MeA_20160214_scaffold_29-augustus-gene-1.286","Protein of unknown function"
"29","ENA|OLKM01000033|OLKM01000033.1 63272","OLKM01000033.1",63273,"MeA_20160214_scaffold_32","OLKM01000033.1","maker","gene",58387,72066,".","-",".","ID=MEAE_00004278","MEAE_00004278","Alias=maker-MeA_20160214_scaffold_32-snap-gene-0.125","Similar to ilf2: Interleukin enhancer-binding factor 2 homolog (Danio rerio)"
"31","ENA|OLKM01000034|OLKM01000034.1 741554","OLKM01000034.1",741555,"MeA_20160214_scaffold_33","OLKM01000034.1","maker","gene",729204,748138,".","-",".","ID=MEAE_00004476","MEAE_00004476","Alias=maker-MeA_20160214_scaffold_33-augustus-gene-1.314","Similar to Trypsin (Pleuronectes platessa)"
"32","ENA|OLKM01000038|OLKM01000038.1 181666","OLKM01000038.1",181667,"MeA_20160214_scaffold_37","OLKM01000038.1","maker","gene",170859,186884,".","-",".","ID=MEAE_00004800","MEAE_00004800","Alias=maker-MeA_20160214_scaffold_37-augustus-gene-0.137","Similar to SFRP2: Secreted frizzled-related protein 2 (Canis lupus familiaris)"
"33","ENA|OLKM01000039|OLKM01000039.1 475482","OLKM01000039.1",475483,"MeA_20160214_scaffold_38","OLKM01000039.1","maker","gene",467411,475532,".","-",".","ID=MEAE_00004921","MEAE_00004921","Alias=snap_masked-MeA_20160214_scaffold_38-processed-gene-1.308","Protein of unknown function"
"34","ENA|OLKM01000042|OLKM01000042.1 243342","OLKM01000042.1",243343,"MeA_20160214_scaffold_41","OLKM01000042.1","maker","gene",235085,286258,".","-",".","ID=MEAE_00005293","MEAE_00005293","Alias=maker-MeA_20160214_scaffold_41-snap-gene-1.447","Similar to arnt2: Aryl hydrocarbon receptor nuclear translocator 2 (Danio rerio)"
"38","ENA|OLKM01000046|OLKM01000046.1 548666","OLKM01000046.1",548667,"MeA_20160214_scaffold_45","OLKM01000046.1","maker","gene",547899,550591,".","+",".","ID=MEAE_00005793","MEAE_00005793","Alias=maker-MeA_20160214_scaffold_45-augustus-gene-1.263","Protein of unknown function"
"39","ENA|OLKM01000046|OLKM01000046.1 549609","OLKM01000046.1",549610,"MeA_20160214_scaffold_45","OLKM01000046.1","maker","gene",547899,550591,".","+",".","ID=MEAE_00005793","MEAE_00005793","Alias=maker-MeA_20160214_scaffold_45-augustus-gene-1.263","Protein of unknown function"
"44","ENA|OLKM01000051|OLKM01000051.1 445392","OLKM01000051.1",445393,"MeA_20160214_scaffold_50","OLKM01000051.1","maker","gene",444854,445507,".","-",".","ID=MEAE_00006259","MEAE_00006259","Alias=snap_masked-MeA_20160214_scaffold_50-processed-gene-1.282","Protein of unknown function"
"45","ENA|OLKM01000052|OLKM01000052.1 174668","OLKM01000052.1",174669,"MeA_20160214_scaffold_51","OLKM01000052.1","maker","gene",149811,184695,".","+",".","ID=MEAE_00006327","MEAE_00006327","Alias=maker-MeA_20160214_scaffold_51-snap-gene-0.102","Similar to Mapkapk2: MAP kinase-activated protein kinase 2 (Mus musculus)"
"46","ENA|OLKM01000054|OLKM01000054.1 27746","OLKM01000054.1",27747,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",62,147185,".","+",".","ID=MEAE_00006487","MEAE_00006487","Alias=maker-MeA_20160214_scaffold_53-snap-gene-0.50","Similar to Cadm2: Cell adhesion molecule 2 (Mus musculus)"
"46.2","ENA|OLKM01000054|OLKM01000054.1 27746","OLKM01000054.1",27747,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",3925,65951,".","-",".","ID=MEAE_00006489","MEAE_00006489","Alias=maker-MeA_20160214_scaffold_53-snap-gene-1.302","Protein of unknown function"
"47","ENA|OLKM01000054|OLKM01000054.1 322722","OLKM01000054.1",322723,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",320299,325503,".","-",".","ID=MEAE_00006531","MEAE_00006531","Alias=augustus_masked-MeA_20160214_scaffold_53-processed-gene-1.148","Protein of unknown function"
"48","ENA|OLKM01000054|OLKM01000054.1 553215","OLKM01000054.1",553216,"MeA_20160214_scaffold_53","OLKM01000054.1","maker","gene",550365,640003,".","-",".","ID=MEAE_00006562","MEAE_00006562","Alias=maker-MeA_20160214_scaffold_53-snap-gene-1.316","Similar to lrfn1l: Leucine-rich repeat and fibronectin type III domain-containing protein 1-like protein (Danio rerio)"
"50","ENA|OLKM01000055|OLKM01000055.1 333425","OLKM01000055.1",333426,"MeA_20160214_scaffold_54","OLKM01000055.1","maker","gene",322895,402062,".","+",".","ID=MEAE_00006611","MEAE_00006611","Alias=maker-MeA_20160214_scaffold_54-snap-gene-1.321","Similar to SLC2A9: Solute carrier family 2%2C facilitated glucose transporter member 9 (Pongo abelii)"
"51","ENA|OLKM01000055|OLKM01000055.1 334006","OLKM01000055.1",334007,"MeA_20160214_scaffold_54","OLKM01000055.1","maker","gene",322895,402062,".","+",".","ID=MEAE_00006611","MEAE_00006611","Alias=maker-MeA_20160214_scaffold_54-snap-gene-1.321","Similar to SLC2A9: Solute carrier family 2%2C facilitated glucose transporter member 9 (Pongo abelii)"
"52","ENA|OLKM01000055|OLKM01000055.1 334676","OLKM01000055.1",334677,"MeA_20160214_scaffold_54","OLKM01000055.1","maker","gene",322895,402062,".","+",".","ID=MEAE_00006611","MEAE_00006611","Alias=maker-MeA_20160214_scaffold_54-snap-gene-1.321","Similar to SLC2A9: Solute carrier family 2%2C facilitated glucose transporter member 9 (Pongo abelii)"
"53","ENA|OLKM01000055|OLKM01000055.1 335933","OLKM01000055.1",335934,"MeA_20160214_scaffold_54","OLKM01000055.1","maker","gene",322895,402062,".","+",".","ID=MEAE_00006611","MEAE_00006611","Alias=maker-MeA_20160214_scaffold_54-snap-gene-1.321","Similar to SLC2A9: Solute carrier family 2%2C facilitated glucose transporter member 9 (Pongo abelii)"
"54","ENA|OLKM01000059|OLKM01000059.1 564944","OLKM01000059.1",564945,"MeA_20160214_scaffold_58","OLKM01000059.1","maker","gene",500736,639143,".","+",".","ID=MEAE_00007064","MEAE_00007064","Alias=maker-MeA_20160214_scaffold_58-snap-gene-1.397","Similar to Eif2ak4: eIF-2-alpha kinase GCN2 (Rattus norvegicus)"
"54.2","ENA|OLKM01000059|OLKM01000059.1 564944","OLKM01000059.1",564945,"MeA_20160214_scaffold_58","OLKM01000059.1","maker","gene",561607,565833,".","-",".","ID=MEAE_00007074","MEAE_00007074","Alias=snap_masked-MeA_20160214_scaffold_58-processed-gene-1.318","Protein of unknown function"
"55","ENA|OLKM01000061|OLKM01000061.1 88233","OLKM01000061.1",88234,"MeA_20160214_scaffold_60","OLKM01000061.1","maker","gene",80607,98139,".","-",".","ID=MEAE_00007227","MEAE_00007227","Alias=maker-MeA_20160214_scaffold_60-snap-gene-1.497","Similar to USP31: Ubiquitin carboxyl-terminal hydrolase 31 (Homo sapiens)"
"60","ENA|OLKM01000067|OLKM01000067.1 417577","OLKM01000067.1",417578,"MeA_20160214_scaffold_66","OLKM01000067.1","maker","gene",317748,417980,".","+",".","ID=MEAE_00007837","MEAE_00007837","Alias=maker-MeA_20160214_scaffold_66-snap-gene-1.168","Protein of unknown function"
"60.4","ENA|OLKM01000067|OLKM01000067.1 417577","OLKM01000067.1",417578,"MeA_20160214_scaffold_66","OLKM01000067.1","maker","gene",417543,420397,".","-",".","ID=MEAE_00007842","MEAE_00007842","Alias=snap_masked-MeA_20160214_scaffold_66-processed-gene-1.147","Protein of unknown function"
"61","ENA|OLKM01000068|OLKM01000068.1 329302","OLKM01000068.1",329303,"MeA_20160214_scaffold_67","OLKM01000068.1","maker","gene",293174,345845,".","+",".","ID=MEAE_00007902","MEAE_00007902","Alias=maker-MeA_20160214_scaffold_67-snap-gene-1.245","Protein of unknown function"
"61.2","ENA|OLKM01000068|OLKM01000068.1 329302","OLKM01000068.1",329303,"MeA_20160214_scaffold_67","OLKM01000068.1","maker","gene",328596,333738,".","-",".","ID=MEAE_00007906","MEAE_00007906","Alias=snap_masked-MeA_20160214_scaffold_67-processed-gene-1.195","Protein of unknown function"
"62","ENA|OLKM01000072|OLKM01000072.1 600280","OLKM01000072.1",600281,"MeA_20160214_scaffold_71","OLKM01000072.1","maker","gene",578316,632733,".","+",".","ID=MEAE_00008306","MEAE_00008306","Alias=maker-MeA_20160214_scaffold_71-snap-gene-1.403","Similar to ADAMTS9: A disintegrin and metalloproteinase with thrombospondin motifs 9 (Homo sapiens)"
"64","ENA|OLKM01000075|OLKM01000075.1 19191","OLKM01000075.1",19192,"MeA_20160214_scaffold_74","OLKM01000075.1","maker","gene",14601,211005,".","-",".","ID=MEAE_00008499","MEAE_00008499","Alias=maker-MeA_20160214_scaffold_74-snap-gene-0.83","Similar to SMARCA4: Transcription activator BRG1 (Homo sapiens)"
"64.2","ENA|OLKM01000075|OLKM01000075.1 19191","OLKM01000075.1",19192,"MeA_20160214_scaffold_74","OLKM01000075.1","maker","gene",18538,26838,".","+",".","ID=MEAE_00008500","MEAE_00008500","Alias=snap_masked-MeA_20160214_scaffold_74-processed-gene-0.43","Protein of unknown function"
"65","ENA|OLKM01000075|OLKM01000075.1 19782","OLKM01000075.1",19783,"MeA_20160214_scaffold_74","OLKM01000075.1","maker","gene",14601,211005,".","-",".","ID=MEAE_00008499","MEAE_00008499","Alias=maker-MeA_20160214_scaffold_74-snap-gene-0.83","Similar to SMARCA4: Transcription activator BRG1 (Homo sapiens)"
"65.2","ENA|OLKM01000075|OLKM01000075.1 19782","OLKM01000075.1",19783,"MeA_20160214_scaffold_74","OLKM01000075.1","maker","gene",18538,26838,".","+",".","ID=MEAE_00008500","MEAE_00008500","Alias=snap_masked-MeA_20160214_scaffold_74-processed-gene-0.43","Protein of unknown function"
"67","ENA|OLKM01000076|OLKM01000076.1 7272","OLKM01000076.1",7273,"MeA_20160214_scaffold_75","OLKM01000076.1","maker","gene",33,35117,".","-",".","ID=MEAE_00008558","MEAE_00008558","Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313","Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens)"
"68","ENA|OLKM01000076|OLKM01000076.1 7297","OLKM01000076.1",7298,"MeA_20160214_scaffold_75","OLKM01000076.1","maker","gene",33,35117,".","-",".","ID=MEAE_00008558","MEAE_00008558","Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313","Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens)"
"69","ENA|OLKM01000076|OLKM01000076.1 7565","OLKM01000076.1",7566,"MeA_20160214_scaffold_75","OLKM01000076.1","maker","gene",33,35117,".","-",".","ID=MEAE_00008558","MEAE_00008558","Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313","Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens)"
"70","ENA|OLKM01000076|OLKM01000076.1 7712","OLKM01000076.1",7713,"MeA_20160214_scaffold_75","OLKM01000076.1","maker","gene",33,35117,".","-",".","ID=MEAE_00008558","MEAE_00008558","Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313","Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens)"
"71","ENA|OLKM01000076|OLKM01000076.1 7753","OLKM01000076.1",7754,"MeA_20160214_scaffold_75","OLKM01000076.1","maker","gene",33,35117,".","-",".","ID=MEAE_00008558","MEAE_00008558","Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313","Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens)"
"72","ENA|OLKM01000076|OLKM01000076.1 9757","OLKM01000076.1",9758,"MeA_20160214_scaffold_75","OLKM01000076.1","maker","gene",33,35117,".","-",".","ID=MEAE_00008558","MEAE_00008558","Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313","Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens)"
"73","ENA|OLKM01000076|OLKM01000076.1 9801","OLKM01000076.1",9802,"MeA_20160214_scaffold_75","OLKM01000076.1","maker","gene",33,35117,".","-",".","ID=MEAE_00008558","MEAE_00008558","Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.313","Similar to MAST1: Microtubule-associated serine/threonine-protein kinase 1 (Homo sapiens)"
"74","ENA|OLKM01000076|OLKM01000076.1 98118","OLKM01000076.1",98119,"MeA_20160214_scaffold_75","OLKM01000076.1","maker","gene",49601,269056,".","-",".","ID=MEAE_00008565","MEAE_00008565","Alias=maker-MeA_20160214_scaffold_75-snap-gene-1.314","Similar to isl1: Insulin gene enhancer protein isl-1 (Danio rerio)"
"76","ENA|OLKM01000080|OLKM01000080.1 517616","OLKM01000080.1",517617,"MeA_20160214_scaffold_79","OLKM01000080.1","maker","gene",516111,518644,".","+",".","ID=MEAE_00008937","MEAE_00008937","Alias=augustus_masked-MeA_20160214_scaffold_79-processed-gene-1.161","Protein of unknown function"
"76.4","ENA|OLKM01000080|OLKM01000080.1 517616","OLKM01000080.1",517617,"MeA_20160214_scaffold_79","OLKM01000080.1","maker","gene",517305,522205,".","-",".","ID=MEAE_00008938","MEAE_00008938","Alias=snap_masked-MeA_20160214_scaffold_79-processed-gene-1.238","Protein of unknown function"
"77","ENA|OLKM01000082|OLKM01000082.1 356253","OLKM01000082.1",356254,"MeA_20160214_scaffold_81","OLKM01000082.1","maker","gene",352624,363974,".","-",".","ID=MEAE_00009114","MEAE_00009114","Alias=augustus_masked-MeA_20160214_scaffold_81-processed-gene-1.157","Similar to wdr5: WD repeat-containing protein 5 (Xenopus tropicalis)"
"81","ENA|OLKM01000090|OLKM01000090.1 217632","OLKM01000090.1",217633,"MeA_20160214_scaffold_89","OLKM01000090.1","maker","gene",214198,221963,".","-",".","ID=MEAE_00009801","MEAE_00009801","Alias=snap_masked-MeA_20160214_scaffold_89-processed-gene-0.224","Protein of unknown function"
"83","ENA|OLKM01000091|OLKM01000091.1 586774","OLKM01000091.1",586775,"MeA_20160214_scaffold_90","OLKM01000091.1","maker","gene",585367,588094,".","+",".","ID=MEAE_00009937","MEAE_00009937","Alias=augustus_masked-MeA_20160214_scaffold_90-processed-gene-0.164","Protein of unknown function"
"84","ENA|OLKM01000092|OLKM01000092.1 167881","OLKM01000092.1",167882,"MeA_20160214_scaffold_91","OLKM01000092.1","maker","gene",138200,211437,".","-",".","ID=MEAE_00009951","MEAE_00009951","Alias=maker-MeA_20160214_scaffold_91-snap-gene-0.324","Similar to Vav2: Guanine nucleotide exchange factor VAV2 (Mus musculus)"
"85","ENA|OLKM01000092|OLKM01000092.1 169479","OLKM01000092.1",169480,"MeA_20160214_scaffold_91","OLKM01000092.1","maker","gene",138200,211437,".","-",".","ID=MEAE_00009951","MEAE_00009951","Alias=maker-MeA_20160214_scaffold_91-snap-gene-0.324","Similar to Vav2: Guanine nucleotide exchange factor VAV2 (Mus musculus)"
"86","ENA|OLKM01000092|OLKM01000092.1 169641","OLKM01000092.1",169642,"MeA_20160214_scaffold_91","OLKM01000092.1","maker","gene",138200,211437,".","-",".","ID=MEAE_00009951","MEAE_00009951","Alias=maker-MeA_20160214_scaffold_91-snap-gene-0.324","Similar to Vav2: Guanine nucleotide exchange factor VAV2 (Mus musculus)"
"87","ENA|OLKM01000092|OLKM01000092.1 169951","OLKM01000092.1",169952,"MeA_20160214_scaffold_91","OLKM01000092.1","maker","gene",138200,211437,".","-",".","ID=MEAE_00009951","MEAE_00009951","Alias=maker-MeA_20160214_scaffold_91-snap-gene-0.324","Similar to Vav2: Guanine nucleotide exchange factor VAV2 (Mus musculus)"
"88","ENA|OLKM01000092|OLKM01000092.1 170128","OLKM01000092.1",170129,"MeA_20160214_scaffold_91","OLKM01000092.1","maker","gene",138200,211437,".","-",".","ID=MEAE_00009951","MEAE_00009951","Alias=maker-MeA_20160214_scaffold_91-snap-gene-0.324","Similar to Vav2: Guanine nucleotide exchange factor VAV2 (Mus musculus)"
"93","ENA|OLKM01000096|OLKM01000096.1 415147","OLKM01000096.1",415148,"MeA_20160214_scaffold_95","OLKM01000096.1","maker","gene",409433,430350,".","+",".","ID=MEAE_00010214","MEAE_00010214","Alias=maker-MeA_20160214_scaffold_95-augustus-gene-0.220","Similar to Gpm6b: Neuronal membrane glycoprotein M6-b (Mus musculus)"
"94","ENA|OLKM01000096|OLKM01000096.1 575316","OLKM01000096.1",575317,"MeA_20160214_scaffold_95","OLKM01000096.1","maker","gene",568434,581675,".","-",".","ID=MEAE_00010226","MEAE_00010226","Alias=maker-MeA_20160214_scaffold_95-snap-gene-0.249","Similar to HDAC4: Histone deacetylase 4 (Homo sapiens)"
"95","ENA|OLKM01000100|OLKM01000100.1 334828","OLKM01000100.1",334829,"MeA_20160214_scaffold_99","OLKM01000100.1","maker","gene",322224,337264,".","-",".","ID=MEAE_00010495","MEAE_00010495","Alias=augustus_masked-MeA_20160214_scaffold_99-processed-gene-0.167","Protein of unknown function"
"96","ENA|OLKM01000100|OLKM01000100.1 336969","OLKM01000100.1",336970,"MeA_20160214_scaffold_99","OLKM01000100.1","maker","gene",322224,337264,".","-",".","ID=MEAE_00010495","MEAE_00010495","Alias=augustus_masked-MeA_20160214_scaffold_99-processed-gene-0.167","Protein of unknown function"
"97","ENA|OLKM01000103|OLKM01000103.1 142580","OLKM01000103.1",142581,"MeA_20160214_scaffold_102","OLKM01000103.1","maker","gene",136750,145528,".","-",".","ID=MEAE_00010707","MEAE_00010707","Alias=maker-MeA_20160214_scaffold_102-snap-gene-0.385","Similar to Ppp1r16a: Protein phosphatase 1 regulatory subunit 16A (Mus musculus)"
"97.2","ENA|OLKM01000103|OLKM01000103.1 142580","OLKM01000103.1",142581,"MeA_20160214_scaffold_102","OLKM01000103.1","maker","gene",138851,142899,".","+",".","ID=MEAE_00010708","MEAE_00010708","Alias=snap_masked-MeA_20160214_scaffold_102-processed-gene-0.214","Protein of unknown function"
"98","ENA|OLKM01000108|OLKM01000108.1 93104","OLKM01000108.1",93105,"MeA_20160214_scaffold_107","OLKM01000108.1","maker","gene",91926,112031,".","+",".","ID=MEAE_00011132","MEAE_00011132","Alias=maker-MeA_20160214_scaffold_107-snap-gene-0.334","Similar to c2cd3: C2 domain-containing protein 3 (Xenopus tropicalis)"
"99","ENA|OLKM01000108|OLKM01000108.1 96610","OLKM01000108.1",96611,"MeA_20160214_scaffold_107","OLKM01000108.1","maker","gene",91926,112031,".","+",".","ID=MEAE_00011132","MEAE_00011132","Alias=maker-MeA_20160214_scaffold_107-snap-gene-0.334","Similar to c2cd3: C2 domain-containing protein 3 (Xenopus tropicalis)"
"100","ENA|OLKM01000108|OLKM01000108.1 96630","OLKM01000108.1",96631,"MeA_20160214_scaffold_107","OLKM01000108.1","maker","gene",91926,112031,".","+",".","ID=MEAE_00011132","MEAE_00011132","Alias=maker-MeA_20160214_scaffold_107-snap-gene-0.334","Similar to c2cd3: C2 domain-containing protein 3 (Xenopus tropicalis)"
