"","Loc","scaffold","position","gff_scaffold","scaffold.1","V2","feature_type","start","end","V6","V7","V8","ID","Name","Alias","Note"
"16","ENA|OLKM01000001|OLKM01000001.1 152941","OLKM01000001.1",152942,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",152770,153171,".","-",".","ID=MEAE_00000022","MEAE_00000022","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.111","Protein of unknown function"
"17","ENA|OLKM01000001|OLKM01000001.1 162025","OLKM01000001.1",162026,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",154242,164197,".","-",".","ID=MEAE_00000023","MEAE_00000023","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.112","Similar to Arfip2: Arfaptin-2 (Rattus norvegicus)"
"18","ENA|OLKM01000001|OLKM01000001.1 191397","OLKM01000001.1",191398,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"19","ENA|OLKM01000001|OLKM01000001.1 196381","OLKM01000001.1",196382,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",195096,198126,".","+",".","ID=MEAE_00000028","MEAE_00000028","Alias=maker-MeA_20160214_scaffold_0-snap-gene-0.125","Protein of unknown function"
"19.2","ENA|OLKM01000001|OLKM01000001.1 196381","OLKM01000001.1",196382,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"20","ENA|OLKM01000001|OLKM01000001.1 205640","OLKM01000001.1",205641,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",204316,206569,".","+",".","ID=MEAE_00000029","MEAE_00000029","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.90","Protein of unknown function"
"20.2","ENA|OLKM01000001|OLKM01000001.1 205640","OLKM01000001.1",205641,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"21","ENA|OLKM01000001|OLKM01000001.1 205689","OLKM01000001.1",205690,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",204316,206569,".","+",".","ID=MEAE_00000029","MEAE_00000029","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-0.90","Protein of unknown function"
"21.2","ENA|OLKM01000001|OLKM01000001.1 205689","OLKM01000001.1",205690,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"22","ENA|OLKM01000001|OLKM01000001.1 207330","OLKM01000001.1",207331,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",190814,218566,".","-",".","ID=MEAE_00000027","MEAE_00000027","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.163","Similar to Dchs1: Protocadherin-16 (Rattus norvegicus)"
"30","ENA|OLKM01000001|OLKM01000001.1 257645","OLKM01000001.1",257646,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",253476,258278,".","-",".","ID=MEAE_00000037","MEAE_00000037","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-1.92","Protein of unknown function"
"31","ENA|OLKM01000001|OLKM01000001.1 257685","OLKM01000001.1",257686,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",253476,258278,".","-",".","ID=MEAE_00000037","MEAE_00000037","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-1.92","Protein of unknown function"
"32","ENA|OLKM01000001|OLKM01000001.1 257709","OLKM01000001.1",257710,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",253476,258278,".","-",".","ID=MEAE_00000037","MEAE_00000037","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-1.92","Protein of unknown function"
"33","ENA|OLKM01000001|OLKM01000001.1 257733","OLKM01000001.1",257734,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",253476,258278,".","-",".","ID=MEAE_00000037","MEAE_00000037","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-1.92","Protein of unknown function"
"34","ENA|OLKM01000001|OLKM01000001.1 257748","OLKM01000001.1",257749,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",253476,258278,".","-",".","ID=MEAE_00000037","MEAE_00000037","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-1.92","Protein of unknown function"
"35","ENA|OLKM01000001|OLKM01000001.1 260411","OLKM01000001.1",260412,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",259036,271033,".","-",".","ID=MEAE_00000038","MEAE_00000038","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.168","Protein of unknown function"
"37","ENA|OLKM01000001|OLKM01000001.1 282969","OLKM01000001.1",282970,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"38","ENA|OLKM01000001|OLKM01000001.1 282974","OLKM01000001.1",282975,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"39","ENA|OLKM01000001|OLKM01000001.1 283268","OLKM01000001.1",283269,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"40","ENA|OLKM01000001|OLKM01000001.1 283666","OLKM01000001.1",283667,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"41","ENA|OLKM01000001|OLKM01000001.1 283694","OLKM01000001.1",283695,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",281645,284238,".","-",".","ID=MEAE_00000042","MEAE_00000042","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-1.72","Similar to DCHS1: Protocadherin-16 (Homo sapiens)"
"43","ENA|OLKM01000001|OLKM01000001.1 285726","OLKM01000001.1",285727,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",285607,286414,".","-",".","ID=MEAE_00000043","MEAE_00000043","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-1.29","Protein of unknown function"
"44","ENA|OLKM01000001|OLKM01000001.1 285885","OLKM01000001.1",285886,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",285607,286414,".","-",".","ID=MEAE_00000043","MEAE_00000043","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-1.29","Protein of unknown function"
"45","ENA|OLKM01000001|OLKM01000001.1 292665","OLKM01000001.1",292666,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",292135,293161,".","-",".","ID=MEAE_00000045","MEAE_00000045","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-1.97","Protein of unknown function"
"47","ENA|OLKM01000001|OLKM01000001.1 362740","OLKM01000001.1",362741,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",350275,373401,".","+",".","ID=MEAE_00000056","MEAE_00000056","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-1.135","Similar to SCAF4: Splicing factor%2C arginine/serine-rich 15 (Homo sapiens)"
"49","ENA|OLKM01000001|OLKM01000001.1 404817","OLKM01000001.1",404818,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"49.2","ENA|OLKM01000001|OLKM01000001.1 404817","OLKM01000001.1",404818,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",399368,453416,".","-",".","ID=MEAE_00000059","MEAE_00000059","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.222","Protein of unknown function"
"50","ENA|OLKM01000001|OLKM01000001.1 407195","OLKM01000001.1",407196,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"50.4","ENA|OLKM01000001|OLKM01000001.1 407195","OLKM01000001.1",407196,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",399368,453416,".","-",".","ID=MEAE_00000059","MEAE_00000059","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.222","Protein of unknown function"
"51","ENA|OLKM01000001|OLKM01000001.1 407415","OLKM01000001.1",407416,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"51.2","ENA|OLKM01000001|OLKM01000001.1 407415","OLKM01000001.1",407416,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",399368,453416,".","-",".","ID=MEAE_00000059","MEAE_00000059","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.222","Protein of unknown function"
"52","ENA|OLKM01000001|OLKM01000001.1 425854","OLKM01000001.1",425855,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"52.4","ENA|OLKM01000001|OLKM01000001.1 425854","OLKM01000001.1",425855,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",399368,453416,".","-",".","ID=MEAE_00000059","MEAE_00000059","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.222","Protein of unknown function"
"53","ENA|OLKM01000001|OLKM01000001.1 437647","OLKM01000001.1",437648,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"53.4","ENA|OLKM01000001|OLKM01000001.1 437647","OLKM01000001.1",437648,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",399368,453416,".","-",".","ID=MEAE_00000059","MEAE_00000059","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.222","Protein of unknown function"
"54","ENA|OLKM01000001|OLKM01000001.1 460555","OLKM01000001.1",460556,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"55","ENA|OLKM01000001|OLKM01000001.1 472346","OLKM01000001.1",472347,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"55.4","ENA|OLKM01000001|OLKM01000001.1 472346","OLKM01000001.1",472347,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",471804,472746,".","+",".","ID=MEAE_00000063","MEAE_00000063","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.209","Similar to Grik1: Glutamate receptor ionotropic%2C kainate 1 (Rattus norvegicus)"
"55.8","ENA|OLKM01000001|OLKM01000001.1 472346","OLKM01000001.1",472347,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",471304,472469,".","-",".","ID=MEAE_00000062","MEAE_00000062","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-2.130","Protein of unknown function"
"56","ENA|OLKM01000001|OLKM01000001.1 472415","OLKM01000001.1",472416,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",397726,472750,".","+",".","ID=MEAE_00000058","MEAE_00000058","Alias=maker-MeA_20160214_scaffold_0-snap-gene-1.160","Similar to GRIK1: Glutamate receptor ionotropic%2C kainate 1 (Macaca fascicularis)"
"56.4","ENA|OLKM01000001|OLKM01000001.1 472415","OLKM01000001.1",472416,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",471804,472746,".","+",".","ID=MEAE_00000063","MEAE_00000063","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.209","Similar to Grik1: Glutamate receptor ionotropic%2C kainate 1 (Rattus norvegicus)"
"56.8","ENA|OLKM01000001|OLKM01000001.1 472415","OLKM01000001.1",472416,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",471304,472469,".","-",".","ID=MEAE_00000062","MEAE_00000062","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-2.130","Protein of unknown function"
"57","ENA|OLKM01000001|OLKM01000001.1 484906","OLKM01000001.1",484907,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",482212,485261,".","+",".","ID=MEAE_00000066","MEAE_00000066","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-1.119","Protein of unknown function"
"57.4","ENA|OLKM01000001|OLKM01000001.1 484906","OLKM01000001.1",484907,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",482378,492058,".","-",".","ID=MEAE_00000067","MEAE_00000067","Alias=augustus_masked-MeA_20160214_scaffold_0-processed-gene-2.101","Similar to usp16: Ubiquitin carboxyl-terminal hydrolase 16 (Xenopus laevis)"
"60","ENA|OLKM01000001|OLKM01000001.1 526372","OLKM01000001.1",526373,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",524894,531595,".","-",".","ID=MEAE_00000075","MEAE_00000075","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-2.139","Similar to Cadm2: Cell adhesion molecule 2 (Mus musculus)"
"61","ENA|OLKM01000001|OLKM01000001.1 542594","OLKM01000001.1",542595,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",538060,561940,".","-",".","ID=MEAE_00000077","MEAE_00000077","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-2.188","Similar to cadm2: Cell adhesion molecule 2 (Xenopus tropicalis)"
"62","ENA|OLKM01000001|OLKM01000001.1 542600","OLKM01000001.1",542601,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",538060,561940,".","-",".","ID=MEAE_00000077","MEAE_00000077","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-2.188","Similar to cadm2: Cell adhesion molecule 2 (Xenopus tropicalis)"
"63","ENA|OLKM01000001|OLKM01000001.1 542616","OLKM01000001.1",542617,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",538060,561940,".","-",".","ID=MEAE_00000077","MEAE_00000077","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-2.188","Similar to cadm2: Cell adhesion molecule 2 (Xenopus tropicalis)"
"64","ENA|OLKM01000001|OLKM01000001.1 543631","OLKM01000001.1",543632,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",538060,561940,".","-",".","ID=MEAE_00000077","MEAE_00000077","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-2.188","Similar to cadm2: Cell adhesion molecule 2 (Xenopus tropicalis)"
"65","ENA|OLKM01000001|OLKM01000001.1 588210","OLKM01000001.1",588211,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",564481,637140,".","-",".","ID=MEAE_00000080","MEAE_00000080","Alias=maker-MeA_20160214_scaffold_0-snap-gene-2.220","Protein of unknown function"
"65.2","ENA|OLKM01000001|OLKM01000001.1 588210","OLKM01000001.1",588211,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",586095,590300,".","+",".","ID=MEAE_00000082","MEAE_00000082","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-2.119","Protein of unknown function"
"66","ENA|OLKM01000001|OLKM01000001.1 703857","OLKM01000001.1",703858,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",669791,716950,".","+",".","ID=MEAE_00000087","MEAE_00000087","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-2.53","Similar to GBE1: 1%2C4-alpha-glucan-branching enzyme (Felis catus)"
"67","ENA|OLKM01000001|OLKM01000001.1 703882","OLKM01000001.1",703883,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",669791,716950,".","+",".","ID=MEAE_00000087","MEAE_00000087","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-2.53","Similar to GBE1: 1%2C4-alpha-glucan-branching enzyme (Felis catus)"
"68","ENA|OLKM01000001|OLKM01000001.1 714328","OLKM01000001.1",714329,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",669791,716950,".","+",".","ID=MEAE_00000087","MEAE_00000087","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-2.53","Similar to GBE1: 1%2C4-alpha-glucan-branching enzyme (Felis catus)"
"68.2","ENA|OLKM01000001|OLKM01000001.1 714328","OLKM01000001.1",714329,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",712620,715119,".","-",".","ID=MEAE_00000091","MEAE_00000091","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-2.192","Similar to b2m: Beta-2-microglobulin (Cyprinus carpio)"
"69","ENA|OLKM01000001|OLKM01000001.1 714398","OLKM01000001.1",714399,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",669791,716950,".","+",".","ID=MEAE_00000087","MEAE_00000087","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-2.53","Similar to GBE1: 1%2C4-alpha-glucan-branching enzyme (Felis catus)"
"69.2","ENA|OLKM01000001|OLKM01000001.1 714398","OLKM01000001.1",714399,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",712620,715119,".","-",".","ID=MEAE_00000091","MEAE_00000091","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-2.192","Similar to b2m: Beta-2-microglobulin (Cyprinus carpio)"
"70","ENA|OLKM01000001|OLKM01000001.1 714401","OLKM01000001.1",714402,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",669791,716950,".","+",".","ID=MEAE_00000087","MEAE_00000087","Alias=genemark-MeA_20160214_scaffold_0-processed-gene-2.53","Similar to GBE1: 1%2C4-alpha-glucan-branching enzyme (Felis catus)"
"70.2","ENA|OLKM01000001|OLKM01000001.1 714401","OLKM01000001.1",714402,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",712620,715119,".","-",".","ID=MEAE_00000091","MEAE_00000091","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-2.192","Similar to b2m: Beta-2-microglobulin (Cyprinus carpio)"
"71","ENA|OLKM01000001|OLKM01000001.1 733038","OLKM01000001.1",733039,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",723879,733464,".","+",".","ID=MEAE_00000092","MEAE_00000092","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-2.154","Similar to GBE1: 1%2C4-alpha-glucan-branching enzyme (Equus caballus)"
"76","ENA|OLKM01000001|OLKM01000001.1 899044","OLKM01000001.1",899045,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",889518,922712,".","-",".","ID=MEAE_00000116","MEAE_00000116","Alias=maker-MeA_20160214_scaffold_0-augustus-gene-3.139","Similar to COG6: Conserved oligomeric Golgi complex subunit 6 (Bos taurus)"
"76.2","ENA|OLKM01000001|OLKM01000001.1 899044","OLKM01000001.1",899045,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",898946,901200,".","+",".","ID=MEAE_00000117","MEAE_00000117","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-3.100","Protein of unknown function"
"77","ENA|OLKM01000001|OLKM01000001.1 938501","OLKM01000001.1",938502,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",934988,939523,".","-",".","ID=MEAE_00000121","MEAE_00000121","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-3.116","Protein of unknown function"
"78","ENA|OLKM01000001|OLKM01000001.1 939273","OLKM01000001.1",939274,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",934988,939523,".","-",".","ID=MEAE_00000121","MEAE_00000121","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-3.116","Protein of unknown function"
"81","ENA|OLKM01000001|OLKM01000001.1 945261","OLKM01000001.1",945262,"MeA_20160214_scaffold_0","OLKM01000001.1","maker","gene",941583,948206,".","+",".","ID=MEAE_00000122","MEAE_00000122","Alias=snap_masked-MeA_20160214_scaffold_0-processed-gene-3.110","Protein of unknown function"
