File	Total Reads	Aligned Reads	Unaligned Reads	Ambiguously Aligned Reads	No Genomic Sequence	Duplicate Reads (removed)	Unique Reads (remaining)	Total Cs	Methylated CpGs	Unmethylated CpGs	Methylated chgs	Unmethylated chgs	Methylated CHHs	Unmethylated CHHs
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-414_S38_R1_001_val_1_bismark_bt2_pe.bam	106453518	44167026	49962139	12324353	1330			1730463082	167973623	92470074	4623575	389879984	107697377	967818449
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-421_S39_R1_001_val_1_bismark_bt2_pe.bam	126761848	54433671	56787184	15540993	1584			2016952904	193221855	103255354	5070762	444596101	150434562	1120374270
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-422_S40_R1_001_val_1_bismark_bt2_pe.bam	96152716	35337126	51357198	9458392	986			1414874525	133814747	75624761	4441363	310999308	98321415	791672931
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-424_S41_R1_001_val_1_bismark_bt2_pe.bam	103676159	37559033	53286568	12830558	914			1370873573	120829722	73544412	3768959	288458496	150352696	733919288
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-428_S42_R1_001_val_1_bismark_bt2_pe.bam	114624352	52241307	49011512	13371533	1666			2182773025	200252964	113441957	5355722	475943307	135181582	1252597493
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-432_S43_R1_001_val_1_bismark_bt2_pe.bam	122875100	58368756	49487646	15018698	1680			2329663647	226433310	115452089	5866277	517871215	132023543	1332017213
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-436_S44_R1_001_val_1_bismark_bt2_pe.bam	128536533	61383339	51059930	16093264	1932			2553333753	252278586	132079876	6898631	573419545	125173771	1463483344
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-440_S45_R1_001_val_1_bismark_bt2_pe.bam	115673554	55252052	45680603	14740899	1609			2228954378	211953221	115385186	6065341	492682970	136374846	1266492814
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-441_S46_R1_001_val_1_bismark_bt2_pe.bam	116271588	54904651	45656210	15710727	1612			2151026768	201402088	110692966	5267585	471426561	152725182	1209512386
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-449_S48_R1_001_val_1_bismark_bt2_pe.bam	186412816	85306124	81177990	19928702	2683			3492930931	331663016	180029801	9223231	776296800	199120849	1996597234
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-454_S49_R1_001_val_1_bismark_bt2_pe.bam	89911641	43794448	35224469	10892724	1283			1729015460	166595721	86897962	4158693	388053291	82531662	1000778131
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-464_S50_R1_001_val_1_bismark_bt2_pe.bam	99533159	38860381	51408559	9264219	1311			1689512874	154807186	82385774	4127183	365747660	93714925	988730146
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-468_S51_R1_001_val_1_bismark_bt2_pe.bam	160559659	73376948	67678004	19504707	2273			2951916301	272849353	152307634	7514868	649982491	173944445	1695317510
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-470_S52_R1_001_val_1_bismark_bt2_pe.bam	114439634	46878724	56611952	10948958	1518			1998240139	181750352	102591663	5056540	436394249	110564740	1161882595
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-474_S57_R1_001_val_1_bismark_bt2_pe.bam	176725935	81981770	71268299	23475866	2409			3189907862	308556738	162356063	7644836	710820450	206368297	1794161478
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-475_S53_R1_001_val_1_bismark_bt2_pe.bam	129012784	61773860	51827945	15410979	1788			2501597441	236768920	125807300	5909946	554977249	125789724	1452344302
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-477_S54_R1_001_val_1_bismark_bt2_pe.bam	157861614	71042325	67468255	19351034	2211			2809454167	271038140	130147936	6722066	609654180	187353872	1604537973
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-481_S55_R1_001_val_1_bismark_bt2_pe.bam	189265377	88531094	77522742	23211541	2440			3564600465	324881259	183793398	8442843	775067206	219664409	2052751350
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-488_S56_R1_001_val_1_bismark_bt2_pe.bam	140384245	68689991	53686660	18007594	2112			2701707625	251140753	142245898	5760242	603031838	127342637	1572186257
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-495_S47_R1_001_val_1_bismark_bt2_pe.bam	139424603	52699787	73437002	13287814	1686			2250096498	206140183	115782371	5269061	499488020	113266464	1310150399
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-496_S58_R1_001_val_1_bismark_bt2_pe.bam	138882050	57499179	69489752	11893119	2004			2590533424	236689187	130328687	6319989	566288125	118455308	1532452128
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-499_S59_R1_001_val_1_bismark_bt2_pe.bam	185636551	85226368	76386998	24023185	2523			3365011793	329761029	151343046	7410902	738323949	213288035	1924884832
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-501_S60_R1_001_val_1_bismark_bt2_pe.bam	209549689	91615173	92478739	25455777	2653			3614008676	344080044	173691019	8492969	797351057	192573357	2097820230
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-502_S61_R1_001_val_1_bismark_bt2_pe.bam	165534512	76242883	68137668	21153961	2190			2942717395	286611183	142147725	6494596	658442719	160606059	1688415113
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-509_S62_R1_001_val_1_bismark_bt2_pe.bam	200298129	95976368	79728960	24592801	2936			3817411330	364696286	197444780	9355298	861192269	178857023	2205865674
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-512_S63_R1_001_val_1_bismark_bt2_pe.bam	198863842	94303140	79711319	24849383	2699			3753096830	357104401	198174530	10161680	844323054	195678543	2147654622
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-519_S64_R1_001_val_1_bismark_bt2_pe.bam	142745153	64882990	59718972	18143191	1921			2529829069	228788206	127410831	5608041	544207255	186379059	1437435677
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-520_S65_R1_001_val_1_bismark_bt2_pe.bam	149443458	65753442	65032302	18657714	1994			2559745577	238328183	126044127	6211060	560047362	165315465	1463799380
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-524_S66_R1_001_val_1_bismark_bt2_pe.bam	161662097	75047685	68740942	17873470	2259			3071920592	284759352	153437428	6604811	678882966	144882822	1803353213
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-525_S67_R1_001_val_1_bismark_bt2_pe.bam	198111655	91851102	82631324	23629229	2713			3679239059	361134614	183430676	9334072	829921054	173633088	2121785555
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-533_S68_R1_001_val_1_bismark_bt2_pe.bam	225096703	104862518	90050631	30183554	3183			4084967644	388953580	203478832	9437152	907176509	235539840	2340381731
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-535_S69_R1_001_val_1_bismark_bt2_pe.bam	211195159	96141444	88128215	26925500	3123			3870509142	359275419	198055992	8972904	850200515	247257516	2206746796
/work/gmgi/Fisheries/epiage/haddock/methylation/aligned/Mae-537_S70_R1_001_val_1_bismark_bt2_pe.bam	243861425	103650801	111712367	28498257	3333			4251331259	381221683	239103774	10908609	944891471	241199363	2434006359
